Linked Issue Type,Issue Sub-Type,Issue key,Issue Tasks,Assignee,Reporter,Created,Resolved,Priority,Status,Downtime started,Category,Downtime,Downtime Ended,Days,Resolved Hours,Downtime Hours,Cost Impact,Downtime Percentage,City,Region,Country,Linked Remedy
Incident,Incident,TEI-824,TEI Incident,Srinivas Gandhi M H S,Divya Kurian,19-12-2022 11:10,22-12-2022 11:10,Medium,Resolved,16-01-2023 17:15,Network,No,23-01-2023 17:15,3,72,8,₹ 960,13,Jaipur,Asia Pacific,India,INC000023528512
Incident,Incident,TEI-825,TEI Incident,Kalpana Devi Elumalai,Divya Kurian,19-12-2022 17:15,26-12-2022 17:15,Low,Resolved,16-01-2023 17:15,Database,No,23-01-2023 17:15,7,168,8,₹ 960,5,Pune,Asia Pacific,India,INC000023528616
Incident,Incident,TEI-826,TEI Incident,Mansi Dhawas Sanjay,Divya Kurian,20-12-2022 11:10,23-12-2022 11:10,Low,Resolved,16-01-2023 17:15,Deployement,No,23-01-2023 17:15,3,72,8,₹ 960,13,Kochi,Asia Pacific,India,INC000023528624
Incident,Incident,TEI-827,TEI Incident,Bharath PrathapBadugu,Divya Kurian,20-12-2022 17:15,27-12-2022 17:15,High,Resolved,16-01-2023 17:15,Software,No,23-01-2023 17:15,7,168,8,₹ 960,5,Jaipur,Asia Pacific,India,INC000023528652
Incident,Incident,TEI-828,TEI Incident,Divya Susan Kurian,Divya Kurian,21-12-2022 11:10,24-12-2022 11:10,High,Resolved,16-01-2023 17:15,Configuration,No,23-01-2023 17:15,3,72,8,₹ 960,13,Delhi,Asia Pacific,India,INC000023528653
Incident,Incident,TEI-829,TEI Incident,R Balaji,Divya Kurian,21-12-2022 17:15,28-12-2022 17:15,High,Resolved,16-01-2023 17:15,Application,No,23-01-2023 17:15,7,168,8,₹ 960,5,Kochi,Asia Pacific,India,INC000023528714
Incident,Incident,TEI-830,TEI Incident,Muthuraja M,Divya Kurian,21-12-2022 17:15,28-12-2022 17:15,Medium,Resolved,16-01-2023 17:15,Hardware,No,23-01-2023 17:15,7,168,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023528750
Incident,Incident,TEI-831,TEI Incident,Divya Kurian,Divya Kurian,22-12-2022 11:10,25-12-2022 11:10,Medium,Resolved,16-01-2023 17:15,Network,No,23-01-2023 17:15,3,72,8,₹ 960,13,Pune,Asia Pacific,India,INC000023528757
Incident,Employee,JML-95,Leaver,Srinivas Gandhi M H S,DIVYA SUSAN KURIAN,22-12-2022 17:15,29-12-2022 17:15,High,Done,17-01-2023 11:10,Software,No,20-01-2023 11:10,7,168,8,₹ 960,5,Jaipur,Asia Pacific,India,INC000023580291
Incident,Incident,TEI-836,TEI Incident,Hiren Modi,Divya Kurian,22-12-2022 17:15,29-12-2022 17:15,High,Resolved,17-01-2023 17:15,Application,No,20-01-2023 17:15,7,168,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023528855
Incident,Employee,JML-96,Mover,Kalpana Devi Elumalai,DIVYA SUSAN KURIAN,23-12-2022 11:10,26-12-2022 11:10,High,Done,18-01-2023 11:10,Configuration,No,21-01-2023 11:10,3,72,8,₹ 960,13,Delhi,Asia Pacific,India,INC000023580294
Incident,Incident,TEI-837,TEI Incident,Sabarish V,Divya Kurian,23-12-2022 17:15,30-12-2022 17:15,Medium,Resolved,18-01-2023 17:15,Hardware,No,21-01-2023 17:15,7,168,8,₹ 960,5,Chennai,Asia Pacific,India,INC000023528856
Incident,Employee,JML-97,Joiner,Mansi Dhawas Sanjay,DIVYA SUSAN KURIAN,23-12-2022 17:15,30-12-2022 17:15,High,Done,19-01-2023 11:10,Application,Yes,22-01-2023 11:10,7,168,40,"₹ 4,800",31,Delhi,Asia Pacific,India,INC000023580296
Incident,Incident,TEI-838,TEI Incident,Kallem Venkata Sai Deepti Sindhura,Divya Kurian,24-12-2022 11:10,27-12-2022 11:10,Medium,Resolved,19-01-2023 17:15,Network,Yes,22-01-2023 17:15,3,72,8,₹ 960,13,Chennai,Asia Pacific,India,INC000023528858
Incident,Employee,JML-98,Leaver,Bharath PrathapBadugu,DIVYA SUSAN KURIAN,24-12-2022 11:10,27-12-2022 11:10,Medium,Done,20-01-2023 11:10,Hardware,Yes,23-01-2023 11:10,3,72,40,"₹ 4,800",125,Kochi,Asia Pacific,India,INC000023580297
Incident,Incident,TEI-839,TEI Incident,Lincy Mathew,Divya Kurian,24-12-2022 17:15,31-12-2022 17:15,Low,Resolved,20-01-2023 17:15,Database,Yes,23-01-2023 17:15,7,168,8,₹ 960,5,Kochi,Asia Pacific,India,INC000023528859
Incident,Employee,JML-99,Mover,Divya Susan Kurian,DIVYA SUSAN KURIAN,24-12-2022 17:15,31-12-2022 17:15,Medium,Done,21-01-2023 11:10,Network,Yes,24-01-2023 11:10,7,168,70,"₹ 8,400",71,Pune,Asia Pacific,India,INC000023580298
Incident,Incident,TEI-840,TEI Incident,Srinivas Gandhi M H S,Divya Kurian,25-12-2022 11:10,28-12-2022 11:10,Low,Resolved,21-01-2023 17:15,Deployement,Yes,24-01-2023 17:15,3,72,8,₹ 960,13,Kochi,Asia Pacific,India,INC000023528861
Incident,Employee,JML-100,Joiner,R Balaji,DIVYA SUSAN KURIAN,25-12-2022 11:10,28-12-2022 11:10,Low,Done,22-01-2023 11:10,Database,Yes,25-01-2023 11:10,3,72,28,"₹ 3,360",64,Pune,Asia Pacific,India,INC000023580303
Incident,Incident,TEI-841,TEI Incident,Kalpana Devi Elumalai,Divya Kurian,25-12-2022 17:15,01-01-2023 17:15,High,Resolved,22-01-2023 17:15,Software,Yes,25-01-2023 17:15,7,168,8,₹ 960,5,Pune,Asia Pacific,India,INC000023528862
Incident,Employee,JML-101,Leaver,Muthuraja M,DIVYA SUSAN KURIAN,25-12-2022 17:15,01-01-2023 17:15,Low,Done,23-01-2023 11:10,Deployement,Yes,26-01-2023 11:10,7,168,33,"₹ 3,960",24,Pune,Asia Pacific,India,INC000023580305
Incident,Incident,TEI-842,TEI Incident,Mansi Dhawas Sanjay,Divya Kurian,26-12-2022 11:10,29-12-2022 11:10,High,Resolved,23-01-2023 17:15,Configuration,Yes,26-01-2023 17:15,3,72,8,₹ 960,13,Jaipur,Asia Pacific,India,INC000023528863
Incident,Employee,JML-102,Mover,Divya Kurian,DIVYA SUSAN KURIAN,26-12-2022 11:10,29-12-2022 11:10,High,Done,24-01-2023 11:10,Software,No,27-01-2023 11:10,3,72,0,₹ 0,0,Delhi,Asia Pacific,India,INC000023580311
Incident,Incident,TEI-843,TEI Incident,Bharath PrathapBadugu,Divya Kurian,26-12-2022 17:15,02-01-2023 17:15,High,Resolved,24-01-2023 17:15,Application,No,27-01-2023 17:15,7,168,8,₹ 960,5,Delhi,Asia Pacific,India,INC000023528864
Incident,Employee,JML-103,Joiner,Divya Susan Kurian,DIVYA SUSAN KURIAN,26-12-2022 17:15,02-01-2023 17:15,High,Done,25-01-2023 11:10,Configuration,No,28-01-2023 11:10,7,168,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023580312
Incident,Incident,TEI-844,TEI Incident,Divya Susan Kurian,Divya Kurian,27-12-2022 11:10,30-12-2022 11:10,Medium,Resolved,25-01-2023 17:15,Hardware,No,28-01-2023 17:15,3,72,8,₹ 960,13,Delhi,Asia Pacific,India,INC000023528865
Incident,Employee,JML-104,Leaver,Ankita Saha,DIVYA SUSAN KURIAN,27-12-2022 11:10,30-12-2022 11:10,High,Done,26-01-2023 11:10,Application,No,29-01-2023 11:10,3,72,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023580317
Incident,Incident,TEI-845,TEI Incident,R Balaji,Divya Kurian,27-12-2022 17:15,03-01-2023 17:15,Medium,Resolved,26-01-2023 17:15,Network,No,29-01-2023 17:15,7,168,8,₹ 960,5,Kochi,Asia Pacific,India,INC000023528877
Incident,Employee,JML-105,Mover,Amit Sikdar,DIVYA SUSAN KURIAN,27-12-2022 17:15,03-01-2023 17:15,Medium,Done,27-01-2023 11:10,Hardware,No,30-01-2023 11:10,7,168,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023580339
Incident,Incident,TEI-846,TEI Incident,Muthuraja M,Divya Kurian,28-12-2022 11:10,31-12-2022 11:10,Low,Resolved,27-01-2023 17:15,Database,No,30-01-2023 17:15,3,72,8,₹ 960,13,Pune,Asia Pacific,India,INC000023528887
Incident,Employee,JML-106,Joiner,Santhi Maadhaven,DIVYA SUSAN KURIAN,28-12-2022 11:10,31-12-2022 11:10,Medium,Done,28-01-2023 11:10,Network,No,31-01-2023 11:10,3,72,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023580342
Incident,Incident,TEI-847,TEI Incident,Divya Kurian,Divya Kurian,28-12-2022 17:15,04-01-2023 17:15,Low,Resolved,28-01-2023 17:15,Deployement,Yes,31-01-2023 17:15,7,168,8,₹ 960,5,Pune,Asia Pacific,India,INC000023528929
Incident,Employee,JML-107,Leaver,Hiren Modi,DIVYA SUSAN KURIAN,28-12-2022 17:15,04-01-2023 17:15,Low,Done,29-01-2023 11:10,Database,No,01-02-2023 11:10,7,168,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023580344
Incident,Incident,TEI-848,TEI Incident,Divya Susan Kurian,Divya Kurian,29-12-2022 11:10,01-01-2023 11:10,High,Resolved,29-01-2023 17:15,Software,Yes,01-02-2023 17:15,3,72,8,₹ 960,13,Pune,Asia Pacific,India,INC000023529064
Incident,Employee,JML-108,Mover,Sabarish V,DIVYA SUSAN KURIAN,29-12-2022 11:10,01-01-2023 11:10,Low,Done,30-01-2023 11:10,Deployement,No,02-02-2023 11:10,3,72,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023580345
Incident,Incident,TEI-849,TEI Incident,Ankita Saha,Divya Kurian,29-12-2022 17:15,05-01-2023 17:15,High,Resolved,30-01-2023 17:15,Configuration,No,31-01-2023 17:15,7,168,8,₹ 960,5,Delhi,Asia Pacific,India,INC000023529066
Incident,Employee,JML-109,Joiner,Kallem Venkata Sai Deepti Sindhura,DIVYA SUSAN KURIAN,29-12-2022 17:15,05-01-2023 17:15,High,Done,31-01-2023 11:10,Software,No,03-02-2023 11:10,7,168,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023580347
Incident,Incident,TEI-850,TEI Incident,Amit Sikdar,Divya Kurian,30-12-2022 11:10,02-01-2023 11:10,High,Resolved,31-01-2023 17:15,Application,No,01-02-2023 17:15,3,72,24,"₹ 2,880",50,Chennai,Asia Pacific,India,INC000023529074
Incident,Employee,JML-110,Leaver,Lincy Mathew,DIVYA SUSAN KURIAN,30-12-2022 11:10,02-01-2023 11:10,High,Done,01-02-2023 11:10,Configuration,Yes,04-02-2023 11:10,3,72,35,"₹ 4,200",95,Delhi,Asia Pacific,India,INC000023580348
Incident,Incident,TEI-851,TEI Incident,Santhi Maadhaven,Divya Kurian,30-12-2022 17:15,06-01-2023 17:15,Medium,Resolved,01-02-2023 17:15,Hardware,No,02-02-2023 17:15,7,168,8,₹ 960,5,Chennai,Asia Pacific,India,INC000023529081
Incident,Employee,JML-111,Mover,Srinivas Gandhi M H S,DIVYA SUSAN KURIAN,31-12-2022 11:10,03-01-2023 11:10,High,Done,02-02-2023 11:10,Application,No,05-02-2023 11:10,3,72,24,"₹ 2,880",50,Pune,Asia Pacific,India,INC000023580431
Incident,Incident,TEI-852,TEI Incident,Hiren Modi,Divya Kurian,31-12-2022 11:10,03-01-2023 11:10,Medium,Resolved,02-02-2023 17:15,Network,No,03-02-2023 17:15,3,72,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023529082
Incident,Employee,JML-112,Joiner,Kalpana Devi Elumalai,DIVYA SUSAN KURIAN,31-12-2022 17:15,07-01-2023 17:15,Medium,Done,03-02-2023 11:10,Hardware,No,06-02-2023 11:10,7,168,8,₹ 960,5,Pune,Asia Pacific,India,INC000023580439
Incident,Incident,TEI-853,TEI Incident,Sabarish V,Divya Kurian,01-01-2023 11:10,04-01-2023 11:10,Low,Resolved,03-02-2023 17:15,Database,No,04-02-2023 17:15,3,72,24,"₹ 2,880",50,Kochi,Asia Pacific,India,INC000023529093
Incident,Employee,JML-113,Leaver,Mansi Dhawas Sanjay,DIVYA SUSAN KURIAN,01-01-2023 11:10,04-01-2023 11:10,Medium,Done,04-02-2023 11:10,Network,No,09-02-2023 11:10,3,72,0,₹ 0,0,Pune,Asia Pacific,India,INC000023580450
Incident,Incident,TEI-854,TEI Incident,Kallem Venkata Sai Deepti Sindhura,Divya Kurian,01-01-2023 17:15,08-01-2023 17:15,Low,Resolved,04-02-2023 17:15,Deployement,Yes,05-02-2023 17:15,7,168,64,"₹ 7,680",62,Kochi,Asia Pacific,India,INC000023529109
Incident,Employee,JML-114,Mover,Bharath PrathapBadugu,DIVYA SUSAN KURIAN,02-01-2023 11:10,05-01-2023 11:10,Low,Done,05-02-2023 11:10,Database,No,10-02-2023 11:10,3,72,24,"₹ 2,880",50,Chennai,Asia Pacific,India,INC000023580460
Incident,Incident,TEI-855,TEI Incident,Lincy Mathew,Divya Kurian,02-01-2023 17:15,09-01-2023 17:15,High,Resolved,05-02-2023 17:15,Software,Yes,06-02-2023 17:15,7,168,64,"₹ 7,680",62,Pune,Asia Pacific,India,INC000023529114
Incident,Employee,JML-115,Joiner,Divya Susan Kurian,DIVYA SUSAN KURIAN,03-01-2023 11:10,06-01-2023 11:10,Low,Done,06-02-2023 11:10,Deployement,No,11-02-2023 11:10,3,72,24,"₹ 2,880",50,Chennai,Asia Pacific,India,INC000023580461
Incident,Incident,TEI-856,TEI Incident,Srinivas Gandhi M H S,Divya Kurian,03-01-2023 17:15,10-01-2023 17:15,High,Resolved,06-02-2023 17:15,Configuration,Yes,07-02-2023 17:15,7,168,64,"₹ 7,680",62,Kochi,Asia Pacific,India,INC000023529119
Incident,Employee,JML-116,Leaver,R Balaji,DIVYA SUSAN KURIAN,04-01-2023 11:10,07-01-2023 11:10,High,Done,07-02-2023 11:10,Software,Yes,12-02-2023 11:10,3,72,24,"₹ 2,880",50,Kochi,Asia Pacific,India,INC000023580463
Incident,Incident,TEI-857,TEI Incident,Kalpana Devi Elumalai,Divya Kurian,04-01-2023 17:15,11-01-2023 17:15,High,Resolved,07-02-2023 17:15,Application,Yes,08-02-2023 17:15,7,168,64,"₹ 7,680",62,Delhi,Asia Pacific,India,INC000023529128
Incident,Employee,JML-117,Mover,Muthuraja M,DIVYA SUSAN KURIAN,05-01-2023 11:10,08-01-2023 11:10,High,Done,08-02-2023 11:10,Configuration,Yes,13-02-2023 11:10,3,72,24,"₹ 2,880",50,Jaipur,Asia Pacific,India,INC000023580464
Incident,Incident,TEI-858,TEI Incident,Mansi Dhawas Sanjay,Divya Kurian,05-01-2023 17:15,12-01-2023 17:15,Medium,Resolved,08-02-2023 17:15,Hardware,No,09-02-2023 17:15,7,168,64,"₹ 7,680",62,Pune,Asia Pacific,India,INC000023529150
Incident,Employee,JML-118,Joiner,Divya Kurian,DIVYA SUSAN KURIAN,05-01-2023 17:15,12-01-2023 17:15,High,Done,09-02-2023 11:10,Application,No,14-02-2023 11:10,7,168,0,₹ 0,0,Pune,Asia Pacific,India,INC000023580465
Incident,Incident,TEI-859,TEI Incident,Bharath PrathapBadugu,Divya Kurian,06-01-2023 11:10,09-01-2023 11:10,Medium,Resolved,09-02-2023 17:15,Network,No,10-02-2023 17:15,3,72,24,"₹ 2,880",50,Pune,Asia Pacific,India,INC000023529186
Incident,Employee,JML-119,Leaver,Divya Susan Kurian,DIVYA SUSAN KURIAN,06-01-2023 17:15,13-01-2023 17:15,Medium,Done,10-02-2023 11:10,Hardware,No,15-02-2023 11:10,7,168,64,"₹ 7,680",62,Kochi,Asia Pacific,India,INC000023580749
Incident,Incident,TEI-860,TEI Incident,Divya Susan Kurian,Divya Kurian,06-01-2023 17:15,13-01-2023 17:15,Low,Resolved,10-02-2023 17:15,Database,No,11-02-2023 17:15,7,168,0,₹ 0,0,Pune,Asia Pacific,India,INC000023529202
Incident,Employee,JML-120,Mover,Ankita Saha,DIVYA SUSAN KURIAN,07-01-2023 11:10,10-01-2023 11:10,Medium,Done,11-02-2023 11:10,Network,No,16-02-2023 11:10,3,72,24,"₹ 2,880",50,Jaipur,Asia Pacific,India,INC000023580837
Incident,Incident,TEI-861,TEI Incident,R Balaji,Divya Kurian,07-01-2023 17:15,14-01-2023 17:15,Low,Resolved,11-02-2023 17:15,Deployement,No,12-02-2023 17:15,7,168,64,"₹ 7,680",62,Chennai,Asia Pacific,India,INC000023529241
Incident,Employee,JML-121,Joiner,Amit Sikdar,DIVYA SUSAN KURIAN,07-01-2023 17:15,14-01-2023 17:15,Low,Done,12-02-2023 11:10,Database,No,17-02-2023 11:10,7,168,0,₹ 0,0,Delhi,Asia Pacific,India,INC000023581026
Incident,Incident,TEI-862,TEI Incident,Muthuraja M,Divya Kurian,08-01-2023 11:10,11-01-2023 11:10,High,Resolved,12-02-2023 17:15,Software,Yes,13-02-2023 17:15,3,72,24,"₹ 2,880",50,Chennai,Asia Pacific,India,INC000023529262
Incident,Employee,JML-122,Leaver,Santhi Maadhaven,DIVYA SUSAN KURIAN,08-01-2023 11:10,11-01-2023 11:10,Low,Done,13-02-2023 11:10,Deployement,No,18-02-2023 11:10,3,72,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023581370
Incident,Incident,TEI-863,TEI Incident,Divya Kurian,Divya Kurian,08-01-2023 17:15,15-01-2023 17:15,High,Resolved,13-02-2023 17:15,Configuration,Yes,14-02-2023 17:15,7,168,64,"₹ 7,680",62,Kochi,Asia Pacific,India,INC000023529364
Incident,Employee,JML-123,Mover,Hiren Modi,DIVYA SUSAN KURIAN,08-01-2023 17:15,15-01-2023 17:15,High,Done,14-02-2023 11:10,Software,Yes,19-02-2023 11:10,7,168,54,"₹ 6,480",47,Chennai,Asia Pacific,India,INC000023581444
Incident,Incident,TEI-864,TEI Incident,Divya Susan Kurian,Divya Kurian,09-01-2023 11:10,12-01-2023 11:10,High,Resolved,14-02-2023 17:15,Application,Yes,15-02-2023 17:15,3,72,24,"₹ 2,880",50,Jaipur,Asia Pacific,India,INC000023529377
Incident,Employee,JML-124,Joiner,Sabarish V,DIVYA SUSAN KURIAN,09-01-2023 11:10,12-01-2023 11:10,High,Done,15-02-2023 11:10,Configuration,Yes,20-02-2023 11:10,3,72,962,"₹ 1,15,440",-108,Kochi,Asia Pacific,India,INC000023581483
Incident,Incident,TEI-865,TEI Incident,Ankita Saha,Divya Kurian,09-01-2023 17:15,16-01-2023 17:15,Medium,Resolved,15-02-2023 17:15,Hardware,Yes,16-02-2023 17:15,7,168,64,"₹ 7,680",62,Pune,Asia Pacific,India,INC000023529432
Incident,Employee,JML-125,Leaver,Kallem Venkata Sai Deepti Sindhura,DIVYA SUSAN KURIAN,09-01-2023 17:15,16-01-2023 17:15,High,Done,16-02-2023 11:10,Application,Yes,21-02-2023 11:10,7,168,44,"₹ 5,280",35,Jaipur,Asia Pacific,India,INC000023581518
Incident,Incident,TEI-866,TEI Incident,Amit Sikdar,Divya Kurian,10-01-2023 11:10,13-01-2023 11:10,Medium,Resolved,16-02-2023 17:15,Network,Yes,17-02-2023 17:15,3,72,24,"₹ 2,880",50,Kochi,Asia Pacific,India,INC000023530042
Incident,Employee,JML-126,Mover,Lincy Mathew,DIVYA SUSAN KURIAN,10-01-2023 11:10,13-01-2023 11:10,Medium,Done,17-02-2023 11:10,Hardware,No,22-02-2023 11:10,3,72,0,₹ 0,0,Pune,Asia Pacific,India,INC000023581613
Incident,Incident,TEI-867,TEI Incident,Santhi Maadhaven,Divya Kurian,10-01-2023 17:15,17-01-2023 17:15,Low,Resolved,17-02-2023 17:15,Database,No,18-02-2023 17:15,7,168,64,"₹ 7,680",62,Jaipur,Asia Pacific,India,INC000023530046
Incident,Employee,JML-127,Joiner,Srinivas Gandhi M H S,DIVYA SUSAN KURIAN,10-01-2023 17:15,17-01-2023 17:15,Medium,Done,18-02-2023 11:10,Network,No,23-02-2023 11:10,7,168,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023581641
Incident,Incident,TEI-868,TEI Incident,Hiren Modi,Divya Kurian,11-01-2023 11:10,14-01-2023 11:10,Low,Resolved,18-02-2023 17:15,Deployement,Yes,19-02-2023 17:15,3,72,24,"₹ 2,880",50,Delhi,Asia Pacific,India,INC000023530094
Incident,Employee,JML-128,Leaver,Kalpana Devi Elumalai,DIVYA SUSAN KURIAN,11-01-2023 11:10,14-01-2023 11:10,Low,Done,19-02-2023 11:10,Database,No,24-02-2023 11:10,3,72,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023581684
Incident,Incident,TEI-869,TEI Incident,Sabarish V,Divya Kurian,11-01-2023 17:15,18-01-2023 17:15,High,Resolved,19-02-2023 17:15,Software,Yes,20-02-2023 17:15,7,168,64,"₹ 7,680",62,Chennai,Asia Pacific,India,INC000023530119
Incident,Employee,JML-129,Mover,Mansi Dhawas Sanjay,DIVYA SUSAN KURIAN,11-01-2023 17:15,18-01-2023 17:15,Low,Done,20-02-2023 11:10,Deployement,No,25-02-2023 11:10,7,168,0,₹ 0,0,Delhi,Asia Pacific,India,INC000023581688
Incident,Incident,TEI-870,TEI Incident,Kallem Venkata Sai Deepti Sindhura,Divya Kurian,12-01-2023 11:10,15-01-2023 11:10,High,Resolved,20-02-2023 17:15,Configuration,Yes,21-02-2023 17:15,3,72,24,"₹ 2,880",50,Chennai,Asia Pacific,India,INC000023530219
Incident,Employee,JML-130,Joiner,Bharath PrathapBadugu,DIVYA SUSAN KURIAN,12-01-2023 11:10,15-01-2023 11:10,High,Done,21-02-2023 11:10,Software,No,26-02-2023 11:10,3,72,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023581692
Incident,Incident,TEI-871,TEI Incident,Lincy Mathew,Divya Kurian,12-01-2023 17:15,19-01-2023 17:15,High,Resolved,21-02-2023 17:15,Application,Yes,22-02-2023 17:15,7,168,64,"₹ 7,680",62,Kochi,Asia Pacific,India,INC000023530236
Incident,Employee,JML-131,Leaver,Divya Susan Kurian,DIVYA SUSAN KURIAN,12-01-2023 17:15,19-01-2023 17:15,High,Done,22-02-2023 11:10,Configuration,No,27-02-2023 11:10,7,168,64,"₹ 7,680",62,Chennai,Asia Pacific,India,INC000023581695
Incident,Incident,TEI-872,TEI Incident,Srinivas Gandhi M H S,Divya Kurian,12-01-2023 17:15,19-01-2023 17:15,Medium,Resolved,22-02-2023 17:15,Hardware,No,28-02-2023 17:15,7,168,64,"₹ 7,680",62,Kochi,Asia Pacific,India,INC000023530245
Incident,Employee,JML-132,Mover,R Balaji,DIVYA SUSAN KURIAN,12-01-2023 17:15,19-01-2023 17:15,High,Done,23-02-2023 11:10,Application,No,28-02-2023 11:10,7,168,64,"₹ 7,680",62,Kochi,Asia Pacific,India,INC000023581698
Incident,Incident,TEI-873,TEI Incident,Kalpana Devi Elumalai,Divya Kurian,12-01-2023 17:15,19-01-2023 17:15,Medium,Resolved,23-02-2023 17:15,Network,No,01-03-2023 17:15,7,168,64,"₹ 7,680",62,Pune,Asia Pacific,India,INC000023530297
Incident,Employee,JML-133,Joiner,Muthuraja M,DIVYA SUSAN KURIAN,12-01-2023 17:15,19-01-2023 17:15,Medium,Done,24-02-2023 11:10,Hardware,No,01-03-2023 11:10,7,168,64,"₹ 7,680",62,Jaipur,Asia Pacific,India,INC000023581709
Incident,Incident,TEI-874,TEI Incident,Mansi Dhawas Sanjay,Divya Kurian,12-01-2023 17:15,19-01-2023 17:15,Low,Resolved,24-02-2023 17:15,Database,No,02-03-2023 17:15,7,168,64,"₹ 7,680",62,Chennai,Asia Pacific,India,INC000023530310
Incident,Employee,JML-134,Leaver,Divya Kurian,DIVYA SUSAN KURIAN,12-01-2023 17:15,19-01-2023 17:15,Medium,Done,25-02-2023 11:10,Network,No,02-03-2023 11:10,7,168,64,"₹ 7,680",62,Pune,Asia Pacific,India,INC000023581711
Incident,Incident,TEI-875,TEI Incident,Bharath PrathapBadugu,Divya Kurian,12-01-2023 17:15,19-01-2023 17:15,Low,Resolved,25-02-2023 17:15,Deployement,No,03-03-2023 17:15,7,168,64,"₹ 7,680",62,Chennai,Asia Pacific,India,INC000023530312
Incident,Employee,JML-135,Mover,Divya Susan Kurian,DIVYA SUSAN KURIAN,12-01-2023 17:15,19-01-2023 17:15,Low,Done,26-02-2023 11:10,Database,No,03-03-2023 11:10,7,168,64,"₹ 7,680",62,Kochi,Asia Pacific,India,INC000023581878
Incident,Incident,TEI-876,TEI Incident,Divya Susan Kurian,Divya Kurian,12-01-2023 17:15,19-01-2023 17:15,High,Resolved,26-02-2023 17:15,Software,Yes,04-03-2023 17:15,7,168,2,₹ 240,1,Chennai,Asia Pacific,India,INC000023530353
Incident,Employee,JML-136,Joiner,Ankita Saha,DIVYA SUSAN KURIAN,12-01-2023 17:15,19-01-2023 17:15,Low,Done,27-02-2023 11:10,Deployement,Yes,04-03-2023 11:10,7,168,2,₹ 240,1,Jaipur,Asia Pacific,India,INC000023582048
Incident,Incident,TEI-877,TEI Incident,R Balaji,Divya Kurian,12-01-2023 17:15,19-01-2023 17:15,High,Resolved,27-02-2023 17:15,Configuration,No,05-03-2023 17:15,7,168,2,₹ 240,1,Chennai,Asia Pacific,India,INC000023530362
Incident,Employee,JML-137,Leaver,Amit Sikdar,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,High,Done,28-02-2023 11:10,Software,Yes,05-03-2023 11:10,2,48,2,₹ 240,4,Delhi,Asia Pacific,India,INC000023582053
Incident,Incident,TEI-878,TEI Incident,Muthuraja M,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,High,Resolved,28-02-2023 17:15,Application,No,06-03-2023 17:15,2,48,1,₹ 120,2,Chennai,Asia Pacific,India,INC000023530498
Incident,Employee,JML-138,Mover,Santhi Maadhaven,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,High,Done,01-03-2023 11:10,Configuration,Yes,06-03-2023 11:10,2,48,1,₹ 120,2,Kochi,Asia Pacific,India,INC000023582056
Incident,Incident,TEI-879,TEI Incident,Divya Kurian,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,Medium,Resolved,01-03-2023 17:15,Hardware,No,07-03-2023 17:15,2,48,1,₹ 120,2,Chennai,Asia Pacific,India,INC000023530638
Incident,Employee,JML-139,Joiner,Hiren Modi,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,High,Done,02-03-2023 11:10,Application,Yes,07-03-2023 11:10,2,48,1,₹ 120,2,Jaipur,Asia Pacific,India,INC000023582057
Incident,Incident,TEI-880,TEI Incident,Divya Susan Kurian,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,Medium,Resolved,02-03-2023 17:15,Network,Yes,08-03-2023 17:15,2,48,1,₹ 120,2,Chennai,Asia Pacific,India,INC000023530734
Incident,Employee,JML-140,Leaver,Sabarish V,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,Medium,Done,03-03-2023 11:10,Hardware,Yes,08-03-2023 11:10,2,48,1,₹ 120,2,Delhi,Asia Pacific,India,INC000023582059
Incident,Incident,TEI-881,TEI Incident,Ankita Saha,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,Low,Resolved,03-03-2023 17:15,Database,Yes,09-03-2023 17:15,2,48,3,₹ 360,7,Kochi,Asia Pacific,India,INC000023530964
Incident,Employee,JML-141,Mover,Kallem Venkata Sai Deepti Sindhura,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,Medium,Done,04-03-2023 11:10,Network,Yes,09-03-2023 11:10,2,48,3,₹ 360,7,,Asia Pacific,India,INC000023582061
